Text,Emotion,Temiz_Text
arkadaşımın başka bir şehre taşınacağını duyunca şok oldum,Surprise,arkadaş başka şehir taşınmak duymak şok oldum
Yolda kedi cesedi görmüştüm.,Disgust,yol kedi ceset görmek
Kandırılmak.,Anger,kanmak
Astro Ay’a Tırmanıyor 18 Nisan Pazar saat 13.00’da https://t.co/4JoADIT1Kb’da🪐 Biletler @MobiletOfficial ve profildeki linkte! https://t.co/CPQYrKT1Bm *Aras Kargo’nun katkılarıyla dijitalleştirilmiştir. @araskargo https://t.co/KQSuOVffCP,Neutral,astro ay tırmanmak nisan pazar saat bilet profil link aras kargo nun katkı dijital
arkadaşlarımın ve başkalarının ter kokması beni tiksindirir,Disgust,arkadaş başka ter kokmak tiksinmek
Fizik öğretmenimin gereksiz yere bağırmasına.,Anger,fizik öğretmen gerek yer bağırmak
"Galatasaray, Süper Kupa'nın Türkiye'de oynanması için başvuruda bulundu. Fenerbahçe tarafında Ali Koç, maçın Suudi Arabistan'da oynanmasından yana. Bu isteğini geçtiğimiz hafta canlı yayında açıklamıştı.",Neutral,galatasaray süper kupa nın türkiye oynamak başvuru bulunmak fenerbahçe taraf ali koç maç suudi arabistan oynamak yanmak istek geçmek hafta can yayın açıklamak
Arkadaşlarımın yanında boyumun kısa olması.,Sadness,arkadaş yan boy kısa olmak
Dayımın askere gittiği gün çok üzüldüm.,Sadness,dayı asker gitmek gün çok üzüldüm
Ürün çok güzel bu güne kadar kullandığım ürünlerin çok üzerinde bir güzel performans. Ama satıcınin yetersiz paketleme sonucunda oluşan bir çatlama söz konusu (kargoda oluşan bir hasarsa tabii). Bunu göz önünde bulundurarak daha özenli bir kargolama yapmaları gerekir diye düşünüyorum. ,Neutral,ürün çok güzel gün kullanmak ürün çok üzeri güzel performans satıcınin yetersiz paketlemek sonuç oluşmak çatlamak söz konu kargo oluşmak hasar tabiî bu göz ön bulunmak özen kargolama yapmak gerekmek düşünmek
Sayın süleyman soylu bakanım. Gezi olaylarına karışanların diplomaları neden iptal olunmadı. Hırsızlar 1 saatte bulunuyor. Onlar kamera karşısındaydı.bence bu yasalaşsın,Neutral,sayın süleyman soylu bakan gezi olay karışmak diploma iptal olunmadı hırsız saat bulunmak kamera karşı ben yasa
İnsanlar dikkat çekmek için değişik şeyler yaptığımı söyledikleri zaman sinir oluyorum.,Anger,insan dikkat çekmek değişik şey yapmak söylemek zaman sinir oluyorum
Evde yemek kalmayınca ve sınavdan 85'in altında aldığımda.,Sadness,ev yemek kalmak sınav in alt aldığımda
O dönemde Dolmabahçe Sarayı içinde de Hereke Dokumahanesi adıyla bilinen ve fabrikaya bağlı olarak çalışan bir dokuma atölyesi bulunduğu bilinmektedir.,Neutral,dönem dolmabahçe sarayı iç hereke dokumahane ad bilmek fabrika bağ olarak çalışmak dokuma atölye bulunmak bilmek
"""Galatasaray'ın"" ""Real Madrid'e"" 3 gol atması.",Happy,galatasaray ın real madrid gol atmak
"Eserler arasında taş, heykel, lahit, yazıt, sunak, mil taşı, paleolitik balta ve kesiciler, pişmiş toprak seramikler, metal kaplar, altınlar, silahlar, sikkeler, kemik obje ve aletler, cam bilezikler, süs eşyaları gibi çeşitli öğeler bulunmaktadır.",Neutral,eser ara taş heykel lahit yazıt sunak mil taş paleolitik balta kesmek pişmek toprak seramik metal kap altın silâh sikke kemik obje alet cam bilezik süs eşya çeşit öğe bulunmak
Terör olaylarına üzülüyorum.,Sadness,terör olay üzülüyorum
Gecenin sessizliğinden korkarım.,Fear,gece ses korkmak
Fiyatına göre orta kalitede bir ürün alınabilir.,Neutral,fiyat orta kalite ürün alınabilir
haksız yere voleybol maçını kaybettiğimizde çok sinirledim,Anger,hak yer voleybol maç kaybetmek çok sinirlemek
Ummadığım bir şeyin gerçekleşmesi.,Surprise,ummak şey gerçek
bir ödeve ya da herhangi bir şeye emek harcayıp da karşılığını aldığım zaman,Happy,ödev herhangi şey emek harcamak karşılık aldığım zaman
Sevdiklerim tarafından kırılır isem üzülürüm.,Sadness,sevmek taraf kırmak isem üzülürüm
Antalya'ya giderken abim ve babamın uçurumun orada fotoğraf çektirmeleri annemi ve beni çok korkutmuştu.,Fear,antalya gider abi baba uçurum ora fotoğraf çekmek anne çok korkutmak
Sakatlanan futbolculara.,Sadness,sakatlamak futbol
Düşük beklediğim sınavdan yüksek not aldığım zaman.,Happy,düşük beklemek sınav yüksek not aldığım zaman
"""Fenerbahçe"" yenildiğinde.",Sadness,fenerbahçe yenmek
Gururumun kırılması beni öfkelendirir.,Anger,gurur kırmak öfke
Ödev verilmediği zaman.,Happy,ödev vermek zaman
Küçükken alışveriş merkezinde kaybolunca çok korkmuştum.,Fear,küçük alışveriş merkez kaybolmak çok korkmak
Deniz atlarının dişisinin değil erkeğinin doğurduğunu öğrendiğim zaman,Surprise,deniz at dişi değil erkek doğurmak öğrenmek zaman
Annem ve babam bana ulaşamadıkları bir zamanda üzüntüden hasta olmuşlardı.,Sadness,anne baba ulaşmak zaman üzüntü hasta olmak
Karanlıktan korkarım.,Fear,karanlık korkmak
Uyuyamadığıma üzülüyorum.,Sadness,uyumak üzülüyorum
Fethiye yolu yakındır bana,Neutral,fethiye yol yakın
Yükseklik.,Fear,yüksek
Ailem ve arkadaşlarımla birlikte olduğum zamanlar.,Happy,aile arkadaş birlikte olduğum zaman
beklemediğim bir olay karşısında şaşırıyorum,Surprise,beklemek olay karşı şaşırmak
Kızımı kucağıma aldığım an çok mutlu olmuştum.,Happy,kız kucak aldığım an çok mutlu olmak
Sınavdan düşük not beklerken yüksek almam,Surprise,sınav düşük not beklemek yüksek almak
@aniloji @sorunluyumbeybi Beyaz show ve İbo show ilk bölüm konuğu,Neutral,beyaz show ibo show ilk bölüm konuk
Bir bayanda gördüğüm kıllardan tiksindim.,Disgust,bayan görmek kıl tiksinmek
"İnsanları kıran , hor gören birisine dönüşmekten korkuyorum.",Fear,insan kırmak hor görmek biri dönüşmek korkmak
Galatasaray'ın yendiği hafta konyaspor da yener mesela @konyaspor (belhanda yı alabilirsiniz),Neutral,galatasaray ın yenmek hafta konyaspor yenmek meselâ belhanda yı alabilirsiniz
Kardeşim benimle yiyeceğini paylaşmadığında öfkelenirim.,Anger,kardeş ben yiyecek paylaşmak öfke
Yılın en iyi filmi diyemem çok kötü de değil,Neutral,yıl iyi film diyemem çok kötü değil
tuvaletin temiz olmaması çok rahatsız eder.,Disgust,tuvalet temiz olmak çok rahat eder
Böceklerden tiksinirim.,Disgust,böcekler tiksinmek
Balıkesirspor süper lige çıkınca sevindim.,Happy,balıkesirspor süper lig çıkmak sevinmek
Sınav sonuçları açıklanırken.,Fear,sınav sonuç açıklamak
En yakın arkadaşımla farklı okullara gideceğimizi öğrendiğim zaman.,Sadness,yakın arkadaş fark okul gideceğimizi öğrenmek zaman
Doğum günlerimde mutlu oluyorum.,Happy,doğum gün mutlu oluyorum
İki kişinin arasında seçim yapmak zorunda kaldığım zaman.,Sadness,iki kişi ara seçim yapmak zor kalmak zaman
Köpeğim öldüğünde.,Sadness,köpek öldüğünde
İyi uğurla daha da güzelleştir,Neutral,iyi uğur güzel
Korku filmi izlediğimde.,Fear,korku film izlemek
başkanlık sistemi gelecek diye çok korkuyorum.,Fear,başkan sistem gelecek çok korkmak
Galatasaray'ın çeyrek finalde elenmesi.,Sadness,galatasaray ın çeyrek final elenmek
doğum günü dendiğinde her zaman içimi bir huzur kaplar,Happy,doğum gün dendiğinde zaman içim huzur kaplamak
Gözüme bir şey kaçmasından korkarım.,Fear,göz şey kaçmak korkmak
Gittiğimiz komşunun evindeki et kokusu.,Disgust,gitmek komşu ev et koku
Birisinin önümde kusması.,Disgust,biri ön kusmak
Akşam yemeği çeşitleri biraz daha arttıralabilir çeşidi az geldi yemekleri genel olarak lezzetli.,Neutral,akşam yemek çeşit arttıralabilir çeşit az gelmek yemek genel olarak lezzet
"Top Kapı Sarayı ismi, Top Kapısı adlı köşkün isminden dolayı kullanılmaya başlanmıştır.",Neutral,top kapı saray ismi top kapı ad köşkün isminden kullanmak başlamak
Yere balgam tükürenlere kızıyorum.,Disgust,yer balgam tükürmek kızmak
oyunda kaybettiğim zaman üzülürüm.,Sadness,oyun kaybetmek zaman üzülürüm
insanların parfüm kullanmamalarından tiksiniyorum.,Disgust,insan parfüm kullanmak tiksinmek
Kasır Haliç kıyılarını süsleyen ve Fatih Sultan Mehmet döneminden beri var olan 18 adet Aynalıkavak veya Tersane Sarayları grubundan günümüze ulaşan son örnektir.,Neutral,kasır haliç kıyı süslemek fatih sultan mehmet dönem var olan adet aynalıkavak tersane saray grup gün ulaşmak son örnek
külotlu çorabım yırtıldığında kafamın tası atar,Anger,külot çorap yırtmak kafa tas atar
Kalitesi çok iyi değil fakat piyasa fiyatına göre bakılırsa alınabilir.,Neutral,kalite çok iyi değil piyasa fiyat bakmak alınabilir
Durağa geldiğim zaman hemen otobüs gelince mutlu oluyorum.,Happy,durak gelmek zaman hemen otobüs gelmek mutlu oluyorum
Arkadaşlarımla birlikteyken bizi köpek kovalamıştı. O zaman çok korktum.,Fear,arkadaş birlikte köpek kovalamak zaman çok korkmak
Yoksul insanlar gördüğüm zaman.,Sadness,yoksul insan görmek zaman
Cansu dere sen bensin.... ????‍♀️????‍♀️????‍♀️????‍♀️????‍♀️????‍♀️ https://t.co/8QHmArrVdR,Neutral,cansu dere ben
Mutfak tezgahının üstünde yemek artığı gördüğümde.,Disgust,mutfak tezgâh üst yemek artık görmek
İğrenç konuşmalardan.,Disgust,iğrenç konuşmak
Köpeklerden.,Fear,köpek
rüyalarımda büyük felaketler görmek beni şaşırtır,Surprise,rüya büyük felâket görmek şaşırmak
Paketleme iyi ama ürün hemen suda eriyecek gibi tam kurutulmamış bir sabun ve kokusu baya bir ağır kullandıktan sonra yorumu yenileyeceğim,Neutral,paketlemek iyi ürün hemen su erimek tam kurumak sabun koku baya ağır kullanmak sonra yorum yenilemek
Ürgüp deki yeraltı şehirlerini gezerken korkmuştum.,Fear,ürgüp dek yeraltı şehir gezmek korkmak
Edebiyattan 50 aldığımda.,Sadness,edebiyat aldığımda
Ehliyetsiz polise yakalandığımda çok korkmuştum.,Fear,ehliyet polis yakalamak çok korkmak
Telefonum düşmüştü. Kırıldı diye çok korkmuştum.,Fear,telefon düşmek kırmak çok korkmak
RT @muhendisyenn: Bir tarafta Fahrettin Koca Diğer tarafta Ziya Selçuk. #VakalarArtıyorSınavlarİptal https://t.co/daOqNSdcPo,Neutral,taraf fahrettin koca diğer taraf ziya selçuk vakalarartıyorsınavlariptal
Karşımda birisinin kusması.,Disgust,karşı biri kusmak
Annemle birlikte olmak istediğimde O'nun teyzeme gitmesine üzüldüm.,Sadness,anne birlikte olmak istemek nun teyze gitmek üzüldüm
Telefon aldığımda.,Happy,telefon aldığımda
Kusmuk.,Disgust,kusmuk
"Projeleri biz ortaya koyduk, Tarım ve Orman Bakanlığı da çalışmaları tamamladı.",Neutral,proje orta koymak tarım orman bakanlık çalışmak tamamlamak
umut bulut'un gol atmasına şaşırıyorum.,Surprise,umut bulut un gol atmak şaşırmak
beklenmeyen doğum günü sürprizleri beni şaşırtır,Surprise,beklemek doğum gün sürpriz şaşırmak
Yolda yürürken bir evin bahçesindeki köpek aniden havlayınca çok korktum.,Fear,yol yürümek ev bahçe köpek aniden havlamak çok korkmak
Birisiyle dalga geçildiğinde ya da küçük düşürüldüğünü gördüğümde.,Anger,biri dalga geçmek küçük düşürmek görmek
"Cumhuriyet döneminde belediye gazinosu olarak kullanılan köşk, daha sonra Millî Saraylar idaresine geçmiş ve çeşitli devlet konuklarına ev sahipliği yapmıştır.",Neutral,cumhuriyet dönem belediye gazino olarak kullanmak köşk sonra mill saraylar idare geçmiş çeşit devlet konuk ev sahip yapmak
Sabah servise binerken önüme kaynak yapmasınlar artık.,Anger,sabah servis binmek ön kaynak yapmak
Karanlıktan.,Fear,karanlıktan
Okulların tatile girmediği zamanlar.,Sadness,okul tatil girmek zaman
Ellerimi gün içinde yıkamadığımda kendimden iğrenirim,Disgust,el gün iç yıkamak kendi iğrenmek
ehliyet aldığımda mutlu oldum.,Happy,ehliyet aldığımda mutlu oldum
aileme zarar gelmesinden çok korkarım.,Fear,aile zarar gelmek çok korkmak
Kurbanlıkların yerlerde kesilmesinden tiksindim.,Disgust,kurban yer kesmek tiksinmek
Çok fazla kan görmek.,Disgust,çok kan görmek
Sınavda bilmediğim sorular çıkınca.,Anger,sınav bilmek soru çıkmak
"
      insanların siyaset ve benzeri olaylardan dolayı ölmesi ve öldürülmesine üzülüyorum.
      Alkol uyuşturucu kullanan gençlere üzülmemek mümkün değil
    ",Sadness,insan siyaset benzeri olay ölmek öldürmek üzülüyorum alkol uyuşturucu kullanmak genç üzülmemek mümkün değil
Barda içen arkadaşımın yanımda kusması.,Disgust,barda içen arkadaş yan kusmak
Etrafımdaki insanların güler yüzü beni mutlu eder.,Happy,etraf insan güler yüz mutlu eder
Deprem anında çok korktum.,Fear,deprem an çok korkmak
Sınavlardan iyi not aldığımda mutlu olurum.,Happy,sınav iyi not aldığımda mutlu olurum
Beklenmedik bir anda kutlanan sürpriz doğum günümde çok mutlu oldum.,Happy,beklemek an kutlamak sürpriz doğum gün çok mutlu oldum
Yeterince ısınıyor. Ancak kontrol düğmesini hareket ettirmek zor.,Neutral,yeterince ısınmak kontrol düğme hareket ettirmek zor
Küçük olduğunu sanıyorum ama oldukça övünerek yaşıyor.,Neutral,küçük olduğunu sanmak övünmek yaşamak
Derste yemek yerken yakalandığımda boğazımda kalan yemek yüzünden boğuluyorum sandım.,Fear,ders yemek yerken yakalamak boğaz kalmak yemek yüz boğmak sanmak
Bilgi teknolojisi temiz bir oteldi. Öğretim görevlileri dikkatliydi. Başarılabilirdi.,Neutral,bilgi teknoloji temiz otel öğreti görev dikkat başarmak
4. sınıfta otelde ablamın dışarı çıkarken oda kartını alınca elektrikler kesilince çok korkmuştum.,Fear,sınıf otel abla dışarı çıkar oda kart alınca elektrik kesmek çok korkmak
Beklediğim notu alamadığımda.,Sadness,beklemek not alamadığımda
Otopark sorunu çözülmeli. Bar 12'de kapanmalı.,Neutral,otopark sorun çözmek bar kapamak
Oda arkadaşımın pisliğinden iğreniyorum.,Disgust,oda arkadaş pis iğrenmek
"""Liverpool'a"" 8-0 yenildiğimizde.",Sadness,liverpool yenmek
Yemeğim yere düştüğü zaman.,Sadness,yemek yer düşmek zaman
Ülkemizde ve dünyada yaşanan haksızlıklar.,Anger,ülke dünya yaşamak hak
Kardeşime bir şey anlatırken anlamadım anlamadım demesi.,Anger,kardeş şey anlamak anlamak anlamak deme
Sevdiğim bir insanla konuşurken mutlu olurum.,Happy,sevmek insan konuşmak mutlu olurum
"""Bilgi teknolojisini indirimdeyken satın aldım. Fırında bir çörek gibi baskın bir kokusu yoktu.""",Neutral,bilgi teknoloji indirim satmak aldım fırın çörek baskın koku yok
tadı fena değil ucuz çikolata,Neutral,tadı fena değil ucuz çikolata
Otobüslerin dolu gelmesine ve otobüste kavga edilmesine öfkeleniyorum.,Anger,otobüs dolu gelmek otobüs kavga edilmesine öfke
Toplu taşımalardaki taciz olayları.,Anger,toplu taşımak taciz olay
aylardır şehir dışında olan abimi bir anda karşımda görünce çok şaşırmıştım.,Surprise,ay şehir dış olan abi an karşı görmek çok şaşırmak
Parçalanmış kedi yavrusu gördüğümde tiksindim.,Disgust,parçalamak kedi yavru görmek tiksinmek
Geç saatte eve dönerken gölgeleri ve köpekleri gördüğümde.,Fear,geç saat ev döner gölge köpek görmek
cansu dere olmuşum https://t.co/ecP4SFwUae,Neutral,cansu dere olmak
Yurt dışı gezilerinde.,Happy,yurt dış gezi
Yıllardır beklediğim her şeyin olması.,Happy,yıl beklemek şey olmak
Düşük not aldığımda.,Sadness,düşük not aldığımda
Filmi Kurtlarla Dansa benzetiyolar ama ben daha çok Son Samuraya benzettim.,Neutral,film kurt dans benzetiyolar çok son samuray benzemek
İnsanların beklemediğim davranışlarda bulunması şaşırtır.,Surprise,insan beklemek davranmak bulunmak şaşırmak
Yeğenim doğduğunda o kadar sevindim ki ondan hiç ayrılmak istemiyordum. sürekli ona dokunmak ve kucağımda uyutmak istedim.,Happy,yeğen doğmak sevinmek hiç ayrılmak istemek sürekli dokunmak kucak uyumak istemek
arkadaşım beni sevmiyor.,Sadness,arkadaş sevmek
Sözümün dinlenmemesine sinir olurum.,Anger,söz dinlenmek sinir olurum
Kardeşimin doğumunda annem ölecek diye çok korkmuştum.,Fear,kardeş doğum anne ölecek çok korkmak
Araba kaçırdığımda çok mutlu oldum.,Happy,araba kaçırmak çok mutlu oldum
ıssız bir yolda benzinim bitmişti. Bu beni korkutmuştu.,Fear,ıssız yol benzin bitmek korkutmak
RT @Kartal_Guti: Beşiktaş'ın maçına hâlâ 12 gün var.,Neutral,beşiktaş ın maç gün var
Ödevim olmadığı zamanlar huzur dolar içime.,Happy,ödev olmak zaman huzur dolar içim
Yalan söylendiğinde.,Anger,yalan söylemek
kardeşim sözümü dinlemediğinde ona karşı öfkelenirim,Anger,kardeş söz dinlemek öfke
Arkadaşlarımla birlikte olduğumda.,Happy,arkadaş birlikte olduğumda
İyi geçmeyen bir sınavdan yüksek not alırsam.,Happy,iyi geçmek sınav yüksek not alırsam
